Project Name,URL,Language,Forks,Watchers,Size Byte,Stars,Topics,Contributors,Type
microsoft/ML-For-Beginners,https://github.com/microsoft/ML-For-Beginners,Jupyter Notebook,6033,29230,176103,29230,"['data-science', 'education', 'machine-learning', 'machine-learning-algorithms', 'machinelearning', 'machinelearning-python', 'ml', 'python', 'r', 'scikit-learn', 'scikit-learn-python']",108,['AI']
skylot/jadx,https://github.com/skylot/jadx,Java,3664,29222,17460,29222,"['android', 'decompiler', 'dex', 'java']",78,['Mobile App']
zxing/zxing,https://github.com/zxing/zxing,Java,9168,29215,240940,29215,"['android', 'barcode', 'barcode-scanner', 'datamatrix', 'java', 'qr-code', 'upc', 'zxing']",157,['Mobile App']
foundation/foundation-sites,https://github.com/foundation/foundation-sites,HTML,5674,29211,122676,29211,[],1318,['Other']
SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,JavaScript,7449,29196,69929,29196,"['angular', 'csv', 'data', 'database', 'deno', 'excel', 'grid', 'html', 'html5', 'ios', 'javascript', 'json', 'nodejs', 'react', 'spreadsheet', 'table', 'vue', 'xls', 'xlsx', 'xml']",179,"['Mobile App', 'Web Application']"
supabase/supabase,https://github.com/supabase/supabase,TypeScript,1636,29153,351532,29153,"['firebase', 'postgres', 'postgresql', 'postgrest', 'realtime', 'supabase', 'websockets']",324,['Web Application']
google/zx,https://github.com/google/zx,JavaScript,634,29151,428,29151,"['bash', 'cli', 'javascript', 'nodejs', 'shell']",31,['Other']
gorhill/uBlock,https://github.com/gorhill/uBlock,JavaScript,2340,29045,128393,29045,"['blocker', 'browser-extension', 'chromium', 'firefox', 'javascript', 'ublock', 'ublock-origin']",107,['Web Application']
vuejs/vue-cli,https://github.com/vuejs/vue-cli,JavaScript,6062,29025,27800,29025,[],476,['Other']
unknwon/the-way-to-go_ZH_CN,https://github.com/unknwon/the-way-to-go_ZH_CN,Go,7786,28902,12505,28902,"['book', 'go', 'translation', 'tutorial']",245,['Other']
nlohmann/json,https://github.com/nlohmann/json,C++,4939,28843,292651,28843,"['bson', 'cbor', 'header-only', 'json', 'json-diff', 'json-merge-patch', 'json-parser', 'json-patch', 'json-pointer', 'json-serialization', 'messagepack', 'msgpack', 'rfc-6901', 'rfc-6902', 'rfc-7049', 'rfc-7159', 'rfc-8259', 'stl-containers', 'ubjson']",248,['Other']
ariya/phantomjs,https://github.com/ariya/phantomjs,C++,5839,28744,164709,28744,"['automation', 'headless', 'headless-browser', 'phantomjs']",177,['Web Application']
certbot/certbot,https://github.com/certbot/certbot,Python,3200,28707,47178,28707,"['acme', 'acme-client', 'certbot', 'certificate', 'letsencrypt', 'python']",491,['Other']
netty/netty,https://github.com/netty/netty,Java,14183,28646,78219,28646,[],664,['Other']
go-gitea/gitea,https://github.com/go-gitea/gitea,Go,3595,28589,233586,28589,"['devops', 'git', 'gitea', 'github', 'gitlab', 'go', 'gogs', 'golang', 'hacktoberfest']",1079,['Other']
bayandin/awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,Ruby,3481,28585,356,28585,[],249,['Other']
alibaba/arthas,https://github.com/alibaba/arthas,Java,6267,28529,26909,28529,"['agent', 'alibaba', 'arthas', 'classloader', 'diagnosis', 'java', 'jvm', 'trace', 'trouble-shooting']",156,['Other']
google/leveldb,https://github.com/google/leveldb,C++,6314,28522,1581,28522,[],67,['Other']
laurent22/joplin,https://github.com/laurent22/joplin,TypeScript,3198,28424,256598,28424,"['android', 'dropbox', 'electron', 'enex-files', 'evernote', 'javascript', 'joplin', 'nextcloud', 'nodejs', 'onedrive', 'react-native', 'synchronisation', 'web-clipper', 'webdav']",474,"['Mobile App', 'Web Application']"
FFmpeg/FFmpeg,https://github.com/FFmpeg/FFmpeg,C,9306,28407,294130,28407,"['audio', 'c', 'ffmpeg', 'fft', 'hevc', 'hls', 'matroska', 'mp4', 'mpeg', 'multimedia', 'rtmp', 'rtsp', 'streaming', 'video', 'webm']",2173,['Web Application']
microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,JavaScript,2654,28339,49202,28339,"['browser', 'editor', 'monaco-editor', 'typescript', 'vscode']",255,['Web Application']
chubin/cheat.sh,https://github.com/chubin/cheat.sh,Python,1435,28312,4532,28312,"['cheatsheet', 'cli', 'command-line', 'curl', 'documentation', 'examples', 'hacktoberfest2021', 'help', 'terminal', 'tldr']",57,['Other']
react-boilerplate/react-boilerplate,https://github.com/react-boilerplate/react-boilerplate,JavaScript,6005,28294,9315,28294,"['i18n', 'immer', 'offline-first', 'react', 'react-boilerplate', 'redux', 'redux-saga', 'scaffolding', 'styled-components', 'webpack4']",223,['Web Application']
streamich/react-use,https://github.com/streamich/react-use,TypeScript,2172,28293,81483,28293,[],184,['Other']
satwikkansal/wtfpython,https://github.com/satwikkansal/wtfpython,Python,2371,28289,1315,28289,"['documentation', 'gotchas', 'interview-questions', 'pitfalls', 'python', 'python-interview-questions', 'snippets', 'wats', 'wtf']",71,['Other']
date-fns/date-fns,https://github.com/date-fns/date-fns,TypeScript,1424,28178,17812,28178,"['date', 'date-fns', 'hacktoberfest', 'javascript', 'modules', 'nodejs', 'time', 'utilities']",379,['Other']
jeecgboot/jeecg-boot,https://github.com/jeecgboot/jeecg-boot,Java,11085,28058,47678,28058,"['activiti', 'admin', 'ant-design', 'ant-design-vue', 'antd', 'codegenerator', 'java', 'jbpm', 'jeecg', 'jeecg-boot', 'jeecgboot', 'low-code', 'mybatis', 'shiro', 'spring', 'spring-boot', 'spring-cloud', 'springboot', 'springcloud', 'vue']",11,['Web Application']
jgraph/drawio,https://github.com/jgraph/drawio,JavaScript,5727,28026,929019,28026,[],33,['Other']
koalaman/shellcheck,https://github.com/koalaman/shellcheck,Haskell,1414,27974,5042,27974,"['bash', 'developer-tools', 'haskell', 'linter', 'shell', 'static-analysis']",130,['Other']
fxsjy/jieba,https://github.com/fxsjy/jieba,Python,6503,27964,56033,27964,[],48,['Other']
vuejs/core,https://github.com/vuejs/core,TypeScript,4951,27878,19056,27878,[],311,['Other']
jashkenas/backbone,https://github.com/jashkenas/backbone,JavaScript,5607,27854,27321,27854,[],343,['Other']
freeCodeCamp/devdocs,https://github.com/freeCodeCamp/devdocs,Ruby,1875,27811,29879,27811,"['api-documentation', 'app', 'devdocs', 'developer-tools', 'docs', 'documentation', 'documentation-tool', 'hacktoberfest', 'offline', 'pwa']",179,['Web Application']
beego/beego,https://github.com/beego/beego,Go,5422,27804,10630,27804,"['beego', 'go']",468,['Other']
tastejs/todomvc,https://github.com/tastejs/todomvc,JavaScript,13922,27695,73004,27695,[],355,['Other']
shengxinjing/programmer-job-blacklist,https://github.com/shengxinjing/programmer-job-blacklist,Shell,1863,27669,329,27669,[],17,['Other']
metabase/metabase,https://github.com/metabase/metabase,Clojure,3786,27643,244756,27643,"['analytics', 'bi', 'business-intelligence', 'businessintelligence', 'clojure', 'dashboard', 'data', 'data-analysis', 'data-visualization', 'database', 'metabase', 'mysql', 'postgres', 'postgresql', 'reporting', 'slack', 'sql-editor', 'visualization']",312,['Other']
poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,JavaScript,2417,27598,3926,27598,"['airtable', 'hiring', 'hiring-without-whiteboards', 'interview', 'jobs', 'tech', 'whiteboard']",985,['Other']
gto76/python-cheatsheet,https://github.com/gto76/python-cheatsheet,Python,5052,27541,12119,27541,"['cheatsheet', 'python', 'python-cheatsheet', 'reference']",12,['Other']
mathiasbynens/dotfiles,https://github.com/mathiasbynens/dotfiles,Shell,8709,27512,836,27512,"['bash', 'dotfiles', 'macos']",144,['Other']
caolan/async,https://github.com/caolan/async,JavaScript,2420,27464,7620,27464,"['async', 'callbacks', 'javascript']",265,['Other']
cli/cli,https://github.com/cli/cli,Go,3399,27432,24500,27432,"['cli', 'git', 'github-api-v4', 'golang']",300,['Web Application']
dotnet/aspnetcore,https://github.com/dotnet/aspnetcore,C#,7501,27417,311023,27417,"['aspnetcore', 'dotnet', 'hacktoberfest']",1152,['Other']
typeorm/typeorm,https://github.com/typeorm/typeorm,TypeScript,4971,27387,25009,27387,"['active-record', 'cockroachdb', 'data-mapper', 'database', 'electron', 'hacktoberfest', 'javascript', 'mariadb', 'mysql', 'oracle', 'orm', 'postgresql', 'react-native', 'sap', 'sap-hana', 'sqlite', 'sqlserver', 'typeorm', 'typescript', 'websql']",831,['Web Application']
aosabook/500lines,https://github.com/aosabook/500lines,JavaScript,5890,27373,60237,27373,[],74,['Other']
vuejs/vuex,https://github.com/vuejs/vuex,JavaScript,9367,27365,17024,27365,"['javascript', 'state-management', 'time-travel', 'vue', 'vuex']",331,['Web Application']
kenwheeler/slick,https://github.com/kenwheeler/slick,JavaScript,5862,27349,3655,27349,[],170,['Other']
square/leakcanary,https://github.com/square/leakcanary,Kotlin,3869,27263,115208,27263,"['android', 'java', 'kotlin', 'kotlin-android', 'leak-canary', 'leak-trace', 'leakcanary', 'memory-leak', 'outofmemory', 'outofmemoryerror']",142,['Mobile App']
LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,JavaScript,4430,27173,8926,27173,"['backend', 'bash', 'cheatsheet', 'cheatsheets', 'database', 'django', 'docker', 'feathersjs', 'frontend', 'javascript', 'kubernetes', 'language', 'nodejs', 'php', 'programming-language', 'redis', 'sailsjs', 'vim', 'vuejs', 'xcode']",126,['Web Application']
excalidraw/excalidraw,https://github.com/excalidraw/excalidraw,TypeScript,2110,27144,33981,27144,"['collaboration', 'diagrams', 'drawing', 'hacktoberfest', 'productivity', 'whiteboard']",180,['Other']
ityouknow/spring-boot-examples,https://github.com/ityouknow/spring-boot-examples,Java,11798,27139,1012,27139,"['docker', 'docker-composer', 'fastdfs', 'java', 'mongodb', 'mybatis', 'rabbitmq', 'scheduler', 'spring', 'spring-boot', 'spring-boot-examples', 'spring-boot-mail', 'spring-boot-mongodb', 'spring-boot-upload-file', 'spring-cloud', 'spring-data-jpa', 'springboot', 'springboot-shiro', 'springcloud', 'thymeleaf']",8,['Other']
vlang/v,https://github.com/vlang/v,V,1703,27093,50427,27093,"['compiler', 'language', 'programming-language', 'v']",539,['Other']
markedjs/marked,https://github.com/markedjs/marked,JavaScript,3151,27063,10479,27063,"['commonmark', 'compiler', 'gfm', 'markdown', 'parser']",142,['Other']
go-gorm/gorm,https://github.com/go-gorm/gorm,Go,3069,27019,3925,27019,"['go', 'golang', 'gorm', 'orm', 'web']",318,['Web Application']
alibaba/p3c,https://github.com/alibaba/p3c,Kotlin,7394,26959,25800,26959,[],42,['Other']
jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop,Shell,3029,26889,2537,26889,"['diagram-editor', 'electron-app', 'graphics', 'javascript-applications']",14,['Other']
mastodon/mastodon,https://github.com/mastodon/mastodon,Ruby,4356,26833,140775,26833,"['activity-stream', 'activitypub', 'docker', 'mastodon', 'microblog', 'social-network', 'webfinger']",739,['Web Application']
openai/gym,https://github.com/openai/gym,Python,7642,26768,5890,26768,[],346,['Other']
standard/standard,https://github.com/standard/standard,JavaScript,2180,26728,3475,26728,"['development', 'ecmascript', 'es6', 'eslint', 'javascript', 'linter', 'nodejs', 'standard', 'static-code-analysis', 'style-guide']",178,['Other']
junegunn/vim-plug,https://github.com/junegunn/vim-plug,Vim script,1647,26618,8905,26618,['vim'],60,['Other']
crossoverJie/JCSprout,https://github.com/crossoverJie/JCSprout,Java,7147,26615,1186,26615,"['algorithm', 'basic-java', 'concurrent-programming', 'java', 'jvm', 'netty']",28,['Other']
ReactiveX/rxjs,https://github.com/ReactiveX/rxjs,TypeScript,2745,26550,125173,26550,"['javascript', 'rxjs']",511,['Other']
symfony/symfony,https://github.com/symfony/symfony,PHP,8576,26545,221129,26545,"['bundle', 'framework', 'hacktoberfest', 'php', 'php-framework', 'symfony', 'symfony-bundle']",3516,"['Web Application', 'Framework']"
rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,Ruby,12008,26498,692016,26498,['hacktoberfest'],1317,['Other']
amix/vimrc,https://github.com/amix/vimrc,Vim script,6860,26486,21784,26486,[],84,['Other']
react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,TypeScript,1290,26420,26722,26420,"['custom-hooks', 'form', 'form-builder', 'form-validation', 'forms', 'hooks', 'react', 'react-hooks', 'react-native', 'typescript', 'validation']",203,['Web Application']
laravel/framework,https://github.com/laravel/framework,PHP,8953,26383,64221,26383,"['framework', 'laravel', 'php']",3457,"['Web Application', 'Framework']"
apolloconfig/apollo,https://github.com/apolloconfig/apollo,Java,9662,26377,49674,26377,"['config-management', 'configuration-management', 'distributed-configuration', 'microservices', 'spring-boot', 'spring-cloud']",131,['Other']
fzaninotto/Faker,https://github.com/fzaninotto/Faker,PHP,3314,26371,10094,26371,[],511,['Other']
elsewhencode/project-guidelines,https://github.com/elsewhencode/project-guidelines,JavaScript,2869,26362,444,26362,"['best-practices', 'guidelines', 'how-to', 'javascript', 'javascript-best-practices', 'maintainability']",77,['Other']
airbnb/lottie-web,https://github.com/airbnb/lottie-web,JavaScript,2623,26357,307253,26357,[],90,['Other']
atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,JavaScript,2012,26357,15252,26357,"['dnd', 'drag', 'drag-and-drop', 'react', 'reordering', 'sortable']",125,['Web Application']
jashkenas/underscore,https://github.com/jashkenas/underscore,JavaScript,5613,26344,6668,26344,[],318,['Other']
vim/vim,https://github.com/vim/vim,Vim script,4023,26342,154559,26342,"['c', 'cross-platform', 'text-editor', 'vim']",105,['Other']
pyenv/pyenv,https://github.com/pyenv/pyenv,Roff,2355,26297,4265,26297,"['python', 'shell']",358,['Other']
composer/composer,https://github.com/composer/composer,PHP,6266,26266,23203,26266,"['composer', 'dependency-manager', 'hacktoberfest', 'package-manager', 'packages', 'php']",1106,['Other']
2dust/v2rayN,https://github.com/2dust/v2rayN,C#,5535,26218,12493,26218,"['proxy', 'shadowsocks', 'socks5', 'trojan', 'v2fly', 'v2ray', 'vless', 'vmess', 'windows', 'xray', 'xtls']",17,['Other']
Tencent/weui,https://github.com/Tencent/weui,HTML,6517,26140,9696,26140,"['mobile-web', 'style', 'wechat', 'weui']",30,['Web Application']
mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,Python,3236,26138,52451,26138,"['debugging', 'hacktoberfest', 'http', 'http2', 'man-in-the-middle', 'proxy', 'python', 'security', 'ssl', 'tls', 'websocket']",423,['Web Application']
jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,Go,1011,26066,36118,26066,"['cli', 'git', 'terminal']",149,['Other']
houshanren/hangzhou_house_knowledge,https://github.com/houshanren/hangzhou_house_knowledge,CSS,5401,26028,868034,26028,"['hangzhou', 'knowledge']",8,['Other']
hasura/graphql-engine,https://github.com/hasura/graphql-engine,Haskell,2201,26007,291732,26007,"['access-control', 'api', 'automatic-api', 'bigquery', 'graphql', 'graphql-api', 'graphql-server', 'haskell', 'hasura', 'mysql', 'postgres', 'rest-api', 'sql-server']",362,['Web Application']
raywenderlich/swift-algorithm-club,https://github.com/raywenderlich/swift-algorithm-club,Swift,4678,26006,14104,26006,"['algorithms', 'data-structures', 'swift']",306,['Other']
webtorrent/webtorrent,https://github.com/webtorrent/webtorrent,JavaScript,2534,25997,10717,25997,"['bittorrent', 'browser', 'hacktoberfest', 'javascript', 'nodejs', 'p2p', 'streaming', 'torrent', 'webrtc', 'webtorrent']",176,['Web Application']
postcss/postcss,https://github.com/postcss/postcss,TypeScript,1470,25938,10283,25938,"['ast', 'css', 'framework', 'parser', 'postcss']",389,"['Web Application', 'Framework']"
psf/black,https://github.com/psf/black,Python,1631,25867,6265,25867,"['autopep8', 'code', 'codeformatter', 'formatter', 'gofmt', 'pre-commit-hook', 'python', 'yapf']",308,['Other']
IanLunn/Hover,https://github.com/IanLunn/Hover,CSS,5618,25863,984,25863,"['css', 'css-effects', 'sass']",21,['Web Application']
romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,Shell,1373,25841,75938,25841,['zsh'],250,['Other']
sequelize/sequelize,https://github.com/sequelize/sequelize,JavaScript,3972,25764,33043,25764,"['db2', 'javascript', 'mariadb', 'microsoft-sql-server', 'mssql', 'mysql', 'nosql', 'orm', 'postgresql', 'sequelize', 'sql', 'sqlite', 'transactions']",1161,['Other']
sentsin/layui,https://github.com/sentsin/layui,JavaScript,6957,25737,6509,25737,"['css', 'html', 'javascript', 'js', 'layui', 'ui']",19,['Web Application']
tannerlinsley/react-query,https://github.com/tannerlinsley/react-query,TypeScript,1395,25716,27101,25716,"['async', 'cache', 'data', 'fetch', 'graphql', 'hooks', 'query', 'react', 'rest', 'stale', 'stale-while-revalidate', 'update']",393,['Web Application']
JakeWharton/butterknife,https://github.com/JakeWharton/butterknife,Java,4725,25716,3909,25716,[],104,['Other']
typicode/husky,https://github.com/typicode/husky,JavaScript,912,25713,3296,25713,"['commit', 'git', 'hooks', 'pre-commit']",90,['Other']
naptha/tesseract.js,https://github.com/naptha/tesseract.js,JavaScript,1756,25669,105045,25669,"['deep-learning', 'javascript', 'ocr', 'tesseract', 'webassembly']",59,"['Web Application', 'AI']"
aria2/aria2,https://github.com/aria2/aria2,C++,2913,25665,31081,25665,"['bittorrent', 'cpp11', 'download', 'ftp', 'http', 'metalink', 'rpc', 'sftp']",60,['Other']
lib-pku/libpku,https://github.com/lib-pku/libpku,TeX,7678,25636,714371,25636,[],15,['Other']
nvie/gitflow,https://github.com/nvie/gitflow,Shell,2644,25606,5251,25606,[],48,['Other']
acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,Shell,3533,25570,5458,25570,"['acme', 'acme-client', 'acme-protocol', 'ash', 'bash', 'buypass', 'certbot', 'letsencrypt', 'posix', 'posix-sh', 'shell', 'zerossl']",422,['Other']
denysdovhan/wtfjs,https://github.com/denysdovhan/wtfjs,JavaScript,1794,25549,1941,25549,"['book', 'handbook', 'javascript', 'js', 'learning', 'notes', 'specification', 'wtf']",77,['Other']
niklasvh/html2canvas,https://github.com/niklasvh/html2canvas,TypeScript,4322,25525,117300,25525,"['dom', 'javascript', 'screenshot']",56,['Other']
QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles,HTML,7480,25515,3224735,25515,[],87,['Other']
VincentGarreau/particles.js,https://github.com/VincentGarreau/particles.js,JavaScript,4533,25468,158,25468,[],16,['Other']
spf13/cobra,https://github.com/spf13/cobra,Go,2232,25442,1539,25442,"['cli', 'cli-app', 'cobra', 'cobra-generator', 'cobra-library', 'command', 'command-cobra', 'command-line', 'commandline', 'go', 'golang', 'golang-application', 'golang-library', 'posix', 'posix-compliant-flags', 'subcommands']",234,['Other']
request/request,https://github.com/request/request,JavaScript,3132,25428,2290,25428,[],343,['Other']
google/googletest,https://github.com/google/googletest,C++,8311,25276,10611,25276,[],394,['Other']
proxyee-down-org/proxyee-down,https://github.com/proxyee-down-org/proxyee-down,Java,4623,25267,26860,25267,[],13,['Other']
rethinkdb/rethinkdb,https://github.com/rethinkdb/rethinkdb,C++,1849,25255,279626,25255,[],249,['Other']
select2/select2,https://github.com/select2/select2,JavaScript,6295,25231,12552,25231,"['javascript', 'jquery', 'select2']",544,['Other']
angular/angular-cli,https://github.com/angular/angular-cli,TypeScript,12138,25228,92021,25228,"['angular', 'angular-cli', 'cli', 'typescript']",585,['Web Application']
github/fetch,https://github.com/github/fetch,JavaScript,3114,25200,531,25200,"['fetch', 'javascript', 'polyfill', 'promise']",73,['Other']
tabler/tabler,https://github.com/tabler/tabler,HTML,2871,25198,77145,25198,"['admin-dashboard', 'adminpanel', 'boilerplate-template', 'bootstrap', 'bootstrap4-theme', 'bootstrap5', 'css', 'dashboard', 'dashboard-templates', 'dashboards', 'html', 'html5', 'jekyll', 'modular', 'sass', 'scss', 'sponsors', 'themes', 'ui-kit', 'uikit']",73,['Web Application']
alibaba/druid,https://github.com/alibaba/druid,Java,8027,25167,65274,25167,[],212,['Other']
Modernizr/Modernizr,https://github.com/Modernizr/Modernizr,JavaScript,3041,25156,20352,25156,"['css3-features', 'feature-detection', 'hacktoberfest', 'javascript', 'javascript-library', 'modernizr']",314,['Web Application']
docker/compose,https://github.com/docker/compose,Go,4235,25108,21817,25108,"['docker', 'docker-compose', 'go', 'golang', 'orchestration']",75,['Other']
hankcs/HanLP,https://github.com/hankcs/HanLP,Python,6695,25081,71470,25081,"['dependency-parser', 'hanlp', 'named-entity-recognition', 'natural-language-processing', 'nlp', 'pos-tagging', 'semantic-parsing', 'text-classification']",41,['Other']
Advanced-Frontend/Daily-Interview-Question,https://github.com/Advanced-Frontend/Daily-Interview-Question,JavaScript,3168,25061,199,25061,"['css', 'interview', 'javascript', 'react', 'vue']",12,['Web Application']
danielgindi/Charts,https://github.com/danielgindi/Charts,Swift,5161,25042,181668,25042,[],161,['Other']
transloadit/uppy,https://github.com/transloadit/uppy,JavaScript,1652,25020,355859,25020,"['dropbox', 'encoding', 'file-uploader', 'file-uploads', 'files', 'instagram', 'javascript', 'mit', 'modular', 'open-source', 'pick-files', 'resumable', 'transloadit', 'tus', 'uploader', 'uppy', 'webbrowser']",332,['Web Application']
facebookresearch/Detectron,https://github.com/facebookresearch/Detectron,Python,5441,24994,4483,24994,[],40,['Other']
apache/airflow,https://github.com/apache/airflow,Python,10116,24974,151655,24974,"['airflow', 'apache', 'apache-airflow', 'hacktoberfest', 'python', 'scheduler', 'workflow']",2299,['Other']
mobxjs/mobx,https://github.com/mobxjs/mobx,TypeScript,1649,24902,18491,24902,"['javascript', 'mobx', 'react', 'reactive-programming', 'typescript']",298,['Web Application']
jgm/pandoc,https://github.com/jgm/pandoc,Haskell,2851,24859,57353,24859,"['commonmark', 'converter', 'document', 'haskell', 'markdown', 'markup', 'pandoc', 'presentation', 'publishing']",443,['Other']
dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,Java,2346,24850,271582,24850,"['database', 'db2', 'dbeaver', 'erd', 'gui', 'java', 'mysql', 'nosql', 'oracle', 'postgresql', 'redshift', 'sql', 'sqlite', 'sqlserver']",239,['Other']
xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,Java,8792,24850,13873,24850,"['demo', 'in-action', 'java', 'spring', 'spring-boot', 'spring-boot-2', 'spring-boot-demo', 'web', 'xkcoding']",12,['Web Application']
donnemartin/interactive-coding-challenges,https://github.com/donnemartin/interactive-coding-challenges,Python,4032,24838,7768,24838,"['algorithm', 'coding', 'competitive-programming', 'data-structure', 'development', 'interview', 'interview-practice', 'interview-questions', 'programming', 'python']",45,['Other']
cheeriojs/cheerio,https://github.com/cheeriojs/cheerio,TypeScript,1526,24816,9997,24816,"['cheerio', 'dom', 'html', 'htmlparser', 'htmlparser2', 'jquery', 'parser', 'scraper', 'selector']",139,['Web Application']
geekcomputers/Python,https://github.com/geekcomputers/Python,Python,10714,24783,30921,24783,[],655,['Other']
trailofbits/algo,https://github.com/trailofbits/algo,Jinja,2043,24723,3033,24723,"['ansible', 'encryption', 'ikev2', 'ipsec', 'security', 'ssh-tunnel', 'strongswan', 'vpn', 'vpn-client', 'vpn-server', 'wireguard']",168,['Other']
nylas/nylas-mail,https://github.com/nylas/nylas-mail,JavaScript,1460,24640,87026,24640,"['babel', 'electron', 'email', 'flux', 'javascript', 'linux', 'macos', 'nylas-mail', 'productivity', 'react', 'windows']",114,['Web Application']
harness/drone,https://github.com/harness/drone,Go,2407,24574,28739,24574,"['build-automation', 'build-pipelines', 'ci', 'ci-cd', 'continuous-delivery', 'continuous-integration', 'docker', 'go', 'hacktoberfest']",313,['Other']
rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,Rust,1686,24494,7182,24494,"['awesome', 'rust']",689,['Other']
GitbookIO/gitbook,https://github.com/GitbookIO/gitbook,JavaScript,3644,24483,8666,24483,[],95,['Other']
codemirror/CodeMirror,https://github.com/codemirror/CodeMirror,JavaScript,4844,24452,18507,24452,[],970,['Other']
realpython/python-guide,https://github.com/realpython/python-guide,Batchfile,5745,24406,6865,24406,"['book', 'guide', 'kennethreitz', 'python']",469,['Other']
chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,TypeScript,2105,24376,107035,24376,"['a11y', 'accessible', 'chakra-ui', 'dark-mode', 'react', 'react-components', 'reactjs', 'ui-components', 'ui-library', 'uikit', 'wai-aria']",515,['Web Application']
hashicorp/consul,https://github.com/hashicorp/consul,Go,4000,24351,372869,24351,"['api-gateway', 'consul', 'ecs', 'kubernetes', 'service-discovery', 'service-mesh', 'vault']",885,['Web Application']
Dreamacro/clash,https://github.com/Dreamacro/clash,Go,3456,24296,1385,24296,"['clash', 'golang', 'rule-based', 'tunnel']",75,['Other']
odoo/odoo,https://github.com/odoo/odoo,JavaScript,15777,24290,4225306,24290,"['apps', 'business', 'erp', 'management', 'odoo', 'odoo-apps', 'python']",2065,['Other']
0xAX/linux-insides,https://github.com/0xAX/linux-insides,Python,2839,24241,16127,24241,"['linux', 'linux-insides', 'linux-kernel']",313,['Other']
fengdu78/Coursera-ML-AndrewNg-Notes,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,HTML,9267,24208,658843,24208,"['coursera', 'machine-learning']",7,['AI']
JedWatson/react-select,https://github.com/JedWatson/react-select,TypeScript,3861,24198,19506,24198,[],481,['Other']
GoogleChrome/lighthouse,https://github.com/GoogleChrome/lighthouse,JavaScript,8442,24184,113235,24184,"['audit', 'best-practices', 'chrome-devtools', 'developer-tools', 'performance-analysis', 'performance-metrics', 'pwa', 'web']",307,['Web Application']
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,https://github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,Jupyter Notebook,7543,24144,147547,24144,"['bayesian-methods', 'data-science', 'jupyter-notebook', 'mathematical-analysis', 'pymc', 'statistics']",156,['Other']
alibaba/fastjson,https://github.com/alibaba/fastjson,Java,6388,24142,15490,24142,"['android', 'best-performance', 'deserialization', 'fastjson', 'java', 'json', 'json-parser', 'json-serialization', 'json-serializer', 'serialization']",206,['Mobile App']
ajaxorg/ace,https://github.com/ajaxorg/ace,JavaScript,5129,24133,40231,24133,[],489,['Other']
ageron/handson-ml,https://github.com/ageron/handson-ml,Jupyter Notebook,12700,24081,108340,24081,"['deep-learning', 'distributed', 'jupyter-notebook', 'machine-learning', 'ml', 'neural-network', 'python', 'scikit-learn', 'tensorflow']",39,['AI']
bannedbook/fanqiang,https://github.com/bannedbook/fanqiang,Kotlin,5433,24059,711056,24059,"['brook', 'daze', 'fanqiang', 'goflyway', 'lightsocks', 'proxy', 'psiphon', 'shadowsocks', 'ssr', 'trojan', 'v2ray']",2,['Other']
topjohnwu/Magisk,https://github.com/topjohnwu/Magisk,C++,5815,24050,55763,24050,[],254,['Other']
SortableJS/Sortable,https://github.com/SortableJS/Sortable,JavaScript,3417,24045,2483,24045,"['drag', 'drag-and-drop', 'drag-drop', 'draggable', 'droppable', 'reordering', 'sort', 'sortable', 'touch', 'ui']",170,['Other']
SDWebImage/SDWebImage,https://github.com/SDWebImage/SDWebImage,Objective-C,5783,24014,14962,24014,"['cache', 'carthage', 'cocoapods', 'gif', 'image', 'ios', 'jpeg', 'macos', 'objective-c', 'png', 'sdwebimage', 'swift', 'watchos', 'webp']",313,"['Mobile App', 'Web Application']"
rstacruz/nprogress,https://github.com/rstacruz/nprogress,JavaScript,1830,23990,722,23990,[],34,['Other']
goabstract/Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,JavaScript,1816,23958,19313,23958,"['animations', 'awesome', 'awesome-list', 'design', 'design-systems', 'design-tools', 'font-awesome', 'ui-design']",236,['Other']
qiurunze123/miaosha,https://github.com/qiurunze123/miaosha,Java,6197,23949,65706,23949,[],11,['Other']
